booking_id,booking_date,check_in_date,channel_id,Channel Name,rate_code_id,gross_room_revenue,Commission Rate,commission_amount,net_room_revenue,status
BK_00194,2024-02-28 0:00,2024-03-29 0:00,CH_02,Expedia,RT_PROMO,3000.44,0.18,540.08,2460.36,Checked-Out
BK_00195,2024-05-29 0:00,2024-07-01 0:00,CH_02,Expedia,RT_CORP,11042.73,0.18,1987.69,9055.04,Checked-Out
BK_00196,2024-08-29 0:00,2024-09-14 0:00,CH_02,Expedia,RT_PROMO,10888.9,0.18,1960.0,8928.9,Confirmed
BK_00197,2024-11-02 0:00,2024-12-05 0:00,CH_02,Expedia,RT_RACK,9936.76,0.18,1788.62,8148.14,Confirmed
BK_00198,2024-07-31 0:00,2024-08-22 0:00,CH_02,Expedia,RT_RACK,26189.74,0.18,4714.15,21475.59,Checked-Out
BK_00199,2024-05-24 0:00,2024-07-10 0:00,CH_02,Expedia,RT_CORP,13229.47,0.18,2381.3,10848.17,Checked-Out
BK_00200,2024-08-16 0:00,2024-09-20 0:00,CH_02,Expedia,RT_RACK,20213.22,0.18,3638.38,16574.84,Confirmed
BK_00201,2024-10-05 0:00,2024-10-30 0:00,CH_02,Expedia,RT_RACK,19344.8,0.18,3482.06,15862.74,Checked-Out
BK_00202,2024-12-23 0:00,2025-01-08 0:00,CH_02,Expedia,RT_CORP,16709.53,0.18,3007.72,13701.81,Confirmed
BK_00203,2024-07-29 0:00,2024-08-01 0:00,CH_02,Expedia,RT_CORP,10334.9,0.18,1860.28,8474.62,Checked-Out
BK_00204,2024-07-14 0:00,2024-08-08 0:00,CH_02,Expedia,RT_CORP,8850.15,0.18,1593.03,7257.12,Checked-Out
BK_00205,2024-03-05 0:00,2024-04-07 0:00,CH_02,Expedia,RT_RACK,23900.63,0.18,4302.11,19598.52,Checked-Out
BK_00206,2024-08-13 0:00,2024-08-20 0:00,CH_02,Expedia,RT_CORP,16211.16,0.18,2918.01,13293.15,Cancelled
BK_00207,2024-03-14 0:00,2024-04-10 0:00,CH_02,Expedia,RT_RACK,7969.64,0.18,1434.54,6535.1,Checked-Out
BK_00208,2024-05-15 0:00,2024-06-06 0:00,CH_02,Expedia,RT_CORP,20562.29,0.18,3701.21,16861.08,Checked-Out
BK_00209,2024-06-17 0:00,2024-08-11 0:00,CH_02,Expedia,RT_CORP,16183.66,0.18,2913.06,13270.6,Checked-Out
BK_00210,2024-11-16 0:00,2025-01-01 0:00,CH_02,Expedia,RT_RACK,16313.09,0.18,2936.36,13376.73,Checked-Out
BK_00211,2024-04-30 0:00,2024-06-10 0:00,CH_02,Expedia,RT_PROMO,8753.28,0.18,1575.59,7177.69,Checked-Out
BK_00212,2024-08-10 0:00,2024-08-17 0:00,CH_02,Expedia,RT_CORP,4150.22,0.18,747.04,3403.18,Confirmed
BK_00213,2024-06-02 0:00,2024-07-30 0:00,CH_02,Expedia,RT_RACK,4851.84,0.18,873.33,3978.51,Confirmed
BK_00214,2024-01-29 0:00,2024-02-17 0:00,CH_02,Expedia,RT_RACK,12534.67,0.18,2256.24,10278.43,Checked-Out
BK_00215,2024-05-05 0:00,2024-06-08 0:00,CH_02,Expedia,RT_PROMO,12311.74,0.18,2216.11,10095.63,Cancelled
BK_00216,2024-02-10 0:00,2024-03-21 0:00,CH_02,Expedia,RT_PROMO,10450.02,0.18,1881.0,8569.02,Checked-Out
BK_00217,2024-10-25 0:00,2024-11-04 0:00,CH_02,Expedia,RT_CORP,7325.56,0.18,1318.6,6006.96,Checked-Out
BK_00218,2024-08-23 0:00,2024-09-09 0:00,CH_02,Expedia,RT_CORP,4222.83,0.18,760.11,3462.72,Checked-Out
BK_00219,2024-12-12 0:00,2025-01-16 0:00,CH_02,Expedia,RT_RACK,9696.34,0.18,1745.34,7951.0,Checked-Out
BK_00220,2024-06-25 0:00,2024-08-02 0:00,CH_02,Expedia,RT_CORP,13078.4,0.18,2354.11,10724.29,Checked-Out
BK_00221,2024-08-21 0:00,2024-10-15 0:00,CH_02,Expedia,RT_PROMO,9073.38,0.18,1633.21,7440.17,Checked-Out
BK_00222,2024-09-04 0:00,2024-09-11 0:00,CH_02,Expedia,RT_CORP,7971.7,0.18,1434.91,6536.79,Checked-Out
BK_00223,2024-10-21 0:00,2024-11-09 0:00,CH_02,Expedia,RT_RACK,11917.61,0.18,2145.17,9772.44,Checked-Out
BK_00224,2024-12-03 0:00,2024-12-29 0:00,CH_02,Expedia,RT_RACK,13212.46,0.18,2378.24,10834.22,Checked-Out
BK_00225,2024-12-17 0:00,2025-02-05 0:00,CH_02,Expedia,RT_CORP,3582.72,0.18,644.89,2937.83,Checked-Out
BK_00226,2024-05-26 0:00,2024-07-15 0:00,CH_02,Expedia,RT_RACK,8418.57,0.18,1515.34,6903.23,Confirmed
BK_00227,2024-04-07 0:00,2024-05-17 0:00,CH_02,Expedia,RT_PROMO,10000.65,0.18,1800.12,8200.53,Checked-Out
BK_00228,2024-11-17 0:00,2024-12-29 0:00,CH_02,Expedia,RT_RACK,4444.13,0.18,799.94,3644.19,Checked-Out
BK_00229,2024-01-18 0:00,2024-02-25 0:00,CH_02,Expedia,RT_PROMO,9762.62,0.18,1757.27,8005.35,Cancelled
BK_00230,2024-05-31 0:00,2024-06-21 0:00,CH_02,Expedia,RT_PROMO,11994.06,0.18,2158.93,9835.13,Cancelled
BK_00231,2024-10-03 0:00,2024-11-29 0:00,CH_02,Expedia,RT_RACK,15230.48,0.18,2741.49,12488.99,Checked-Out
BK_00232,2024-05-11 0:00,2024-07-09 0:00,CH_02,Expedia,RT_RACK,18466.61,0.18,3323.99,15142.62,Checked-Out
BK_00233,2024-06-22 0:00,2024-08-13 0:00,CH_02,Expedia,RT_CORP,3997.28,0.18,719.51,3277.77,Checked-Out
BK_00234,2024-03-13 0:00,2024-05-01 0:00,CH_02,Expedia,RT_CORP,7770.1,0.18,1398.62,6371.48,Checked-Out
BK_00235,2024-10-12 0:00,2024-11-05 0:00,CH_02,Expedia,RT_CORP,3489.67,0.18,628.14,2861.53,Cancelled
BK_00236,2024-10-01 0:00,2024-10-09 0:00,CH_02,Expedia,RT_RACK,19851.45,0.18,3573.26,16278.19,Checked-Out
BK_00237,2024-12-10 0:00,2024-12-27 0:00,CH_02,Expedia,RT_CORP,18017.14,0.18,3243.09,14774.05,Checked-Out
BK_00238,2024-07-09 0:00,2024-07-16 0:00,CH_02,Expedia,RT_CORP,6524.68,0.18,1174.44,5350.24,Cancelled
BK_00239,2024-10-14 0:00,2024-11-04 0:00,CH_02,Expedia,RT_PROMO,15062.81,0.18,2711.31,12351.5,Checked-Out
BK_00240,2024-11-21 0:00,2025-01-13 0:00,CH_02,Expedia,RT_RACK,16415.8,0.18,2954.84,13460.96,Checked-Out
BK_00241,2024-02-29 0:00,2024-03-09 0:00,CH_02,Expedia,RT_RACK,5306.22,0.18,955.12,4351.1,Confirmed
BK_00242,2024-09-09 0:00,2024-09-17 0:00,CH_02,Expedia,RT_PROMO,3314.85,0.18,596.67,2718.18,Checked-Out
BK_00243,2024-03-10 0:00,2024-04-04 0:00,CH_02,Expedia,RT_RACK,21063.65,0.18,3791.46,17272.19,Checked-Out
BK_00244,2024-12-22 0:00,2025-01-26 0:00,CH_02,Expedia,RT_PROMO,10971.02,0.18,1974.78,8996.24,Checked-Out
BK_00245,2024-12-01 0:00,2024-12-08 0:00,CH_02,Expedia,RT_CORP,13002.23,0.18,2340.4,10661.83,Checked-Out
BK_00246,2024-05-23 0:00,2024-05-26 0:00,CH_02,Expedia,RT_PROMO,9869.26,0.18,1776.47,8092.79,Confirmed
BK_00247,2024-04-30 0:00,2024-06-24 0:00,CH_02,Expedia,RT_RACK,13498.17,0.18,2429.67,11068.5,Checked-Out
BK_00248,2024-07-07 0:00,2024-08-11 0:00,CH_02,Expedia,RT_RACK,16042.44,0.18,2887.64,13154.8,Checked-Out
BK_00249,2024-04-07 0:00,2024-04-15 0:00,CH_02,Expedia,RT_RACK,21370.81,0.18,3846.75,17524.06,Checked-Out
BK_00250,2024-11-24 0:00,2025-01-04 0:00,CH_02,Expedia,RT_RACK,25842.45,0.18,4651.64,21190.81,Cancelled
BK_00251,2024-06-19 0:00,2024-07-05 0:00,CH_02,Expedia,RT_PROMO,5337.12,0.18,960.68,4376.44,Cancelled
BK_00252,2024-10-10 0:00,2024-10-24 0:00,CH_02,Expedia,RT_PROMO,13786.98,0.18,2481.66,11305.32,Checked-Out
BK_00253,2024-04-29 0:00,2024-05-21 0:00,CH_02,Expedia,RT_RACK,10331.08,0.18,1859.59,8471.49,Confirmed
BK_00254,2024-03-15 0:00,2024-03-24 0:00,CH_02,Expedia,RT_RACK,21620.76,0.18,3891.74,17729.02,Checked-Out
BK_00255,2024-02-26 0:00,2024-04-09 0:00,CH_02,Expedia,RT_PROMO,2546.1,0.18,458.3,2087.8,Cancelled
BK_00256,2024-05-01 0:00,2024-06-08 0:00,CH_02,Expedia,RT_RACK,14105.89,0.18,2539.06,11566.83,Confirmed
BK_00257,2024-01-27 0:00,2024-02-05 0:00,CH_02,Expedia,RT_RACK,21197.78,0.18,3815.6,17382.18,Checked-Out
BK_00258,2024-08-31 0:00,2024-09-29 0:00,CH_02,Expedia,RT_RACK,14763.74,0.18,2657.47,12106.27,Checked-Out
BK_00259,2024-04-23 0:00,2024-06-02 0:00,CH_02,Expedia,RT_RACK,4722.85,0.18,850.11,3872.74,Checked-Out
BK_00260,2024-01-16 0:00,2024-01-20 0:00,CH_02,Expedia,RT_CORP,13436.98,0.18,2418.66,11018.32,Checked-Out
BK_00261,2024-02-25 0:00,2024-03-28 0:00,CH_02,Expedia,RT_RACK,19174.55,0.18,3451.42,15723.13,Checked-Out
BK_00262,2024-06-13 0:00,2024-07-22 0:00,CH_02,Expedia,RT_RACK,10768.67,0.18,1938.36,8830.31,Cancelled
BK_00263,2024-11-15 0:00,2024-12-26 0:00,CH_02,Expedia,RT_RACK,20228.16,0.18,3641.07,16587.09,Checked-Out
BK_00264,2024-11-01 0:00,2024-12-05 0:00,CH_02,Expedia,RT_CORP,11758.14,0.18,2116.47,9641.67,Checked-Out
BK_00265,2024-08-08 0:00,2024-08-15 0:00,CH_02,Expedia,RT_PROMO,3239.83,0.18,583.17,2656.66,Confirmed
BK_00266,2024-04-26 0:00,2024-05-23 0:00,CH_02,Expedia,RT_CORP,12645.67,0.18,2276.22,10369.45,Checked-Out
BK_00267,2024-02-18 0:00,2024-03-10 0:00,CH_02,Expedia,RT_RACK,19691.2,0.18,3544.42,16146.78,Checked-Out
BK_00268,2024-07-10 0:00,2024-07-20 0:00,CH_02,Expedia,RT_RACK,19725.65,0.18,3550.62,16175.03,Cancelled
BK_00269,2024-02-13 0:00,2024-02-19 0:00,CH_02,Expedia,RT_RACK,17564.79,0.18,3161.66,14403.13,Checked-Out
BK_00270,2024-07-09 0:00,2024-08-30 0:00,CH_02,Expedia,RT_RACK,8574.81,0.18,1543.47,7031.34,Checked-Out
BK_00271,2024-10-14 0:00,2024-11-19 0:00,CH_02,Expedia,RT_RACK,15299.23,0.18,2753.86,12545.37,Checked-Out
BK_00272,2024-12-06 0:00,2025-01-24 0:00,CH_02,Expedia,RT_RACK,20403.71,0.18,3672.67,16731.04,Checked-Out
BK_00273,2024-11-03 0:00,2024-11-23 0:00,CH_02,Expedia,RT_RACK,15571.92,0.18,2802.95,12768.97,Checked-Out
BK_00274,2024-04-18 0:00,2024-04-28 0:00,CH_02,Expedia,RT_PROMO,13099.9,0.18,2357.98,10741.92,Checked-Out
BK_00275,2024-06-28 0:00,2024-08-22 0:00,CH_02,Expedia,RT_RACK,23151.82,0.18,4167.33,18984.49,Cancelled
BK_00276,2024-05-22 0:00,2024-06-28 0:00,CH_02,Expedia,RT_CORP,7794.03,0.18,1402.93,6391.1,Checked-Out
BK_00277,2024-11-14 0:00,2024-12-24 0:00,CH_02,Expedia,RT_RACK,25411.57,0.18,4574.08,20837.49,Checked-Out
BK_00278,2024-12-02 0:00,2025-01-25 0:00,CH_02,Expedia,RT_RACK,14546.08,0.18,2618.29,11927.79,Confirmed
BK_00279,2024-12-25 0:00,2025-02-12 0:00,CH_02,Expedia,RT_RACK,14791.79,0.18,2662.52,12129.27,Confirmed
BK_00280,2024-04-02 0:00,2024-05-28 0:00,CH_02,Expedia,RT_CORP,8576.81,0.18,1543.83,7032.98,Cancelled
BK_00281,2024-11-20 0:00,2024-11-22 0:00,CH_02,Expedia,RT_PROMO,3252.21,0.18,585.4,2666.81,Confirmed
BK_00282,2024-08-20 0:00,2024-09-11 0:00,CH_02,Expedia,RT_RACK,8714.68,0.18,1568.64,7146.04,Confirmed
BK_00283,2024-06-15 0:00,2024-08-04 0:00,CH_02,Expedia,RT_RACK,22082.72,0.18,3974.89,18107.83,Checked-Out
BK_00284,2024-03-20 0:00,2024-03-31 0:00,CH_02,Expedia,RT_RACK,19865.11,0.18,3575.72,16289.39,Checked-Out
BK_00285,2024-05-19 0:00,2024-06-17 0:00,CH_02,Expedia,RT_CORP,15996.45,0.18,2879.36,13117.09,Checked-Out
BK_00286,2024-07-31 0:00,2024-08-18 0:00,CH_02,Expedia,RT_RACK,7763.22,0.18,1397.38,6365.84,Confirmed
BK_00287,2024-02-26 0:00,2024-03-16 0:00,CH_02,Expedia,RT_CORP,19246.23,0.18,3464.32,15781.91,Checked-Out
BK_00288,2024-06-06 0:00,2024-06-09 0:00,CH_02,Expedia,RT_CORP,7903.43,0.18,1422.62,6480.81,Checked-Out
BK_00289,2024-01-29 0:00,2024-01-30 0:00,CH_02,Expedia,RT_RACK,8552.6,0.18,1539.47,7013.13,Checked-Out
BK_00290,2024-03-11 0:00,2024-04-29 0:00,CH_02,Expedia,RT_RACK,14266.69,0.18,2568.0,11698.69,Confirmed
BK_00291,2024-01-04 0:00,2024-02-05 0:00,CH_02,Expedia,RT_PROMO,9639.56,0.18,1735.12,7904.44,Cancelled
BK_00292,2024-09-29 0:00,2024-11-14 0:00,CH_02,Expedia,RT_RACK,7767.65,0.18,1398.18,6369.47,Cancelled
BK_00293,2024-01-22 0:00,2024-02-19 0:00,CH_02,Expedia,RT_CORP,4324.06,0.18,778.33,3545.73,Checked-Out
BK_00294,2024-06-09 0:00,2024-07-16 0:00,CH_02,Expedia,RT_CORP,14836.21,0.18,2670.52,12165.69,Checked-Out
BK_00295,2024-08-01 0:00,2024-08-20 0:00,CH_02,Expedia,RT_CORP,3398.99,0.18,611.82,2787.17,Cancelled
BK_00296,2024-06-15 0:00,2024-06-26 0:00,CH_02,Expedia,RT_CORP,19622.92,0.18,3532.13,16090.79,Checked-Out
BK_00297,2024-07-04 0:00,2024-07-10 0:00,CH_02,Expedia,RT_RACK,20150.96,0.18,3627.17,16523.79,Confirmed
BK_00298,2024-10-28 0:00,2024-11-23 0:00,CH_02,Expedia,RT_RACK,20824.59,0.18,3748.43,17076.16,Checked-Out
BK_00299,2024-06-07 0:00,2024-07-25 0:00,CH_02,Expedia,RT_PROMO,8971.3,0.18,1614.83,7356.47,Confirmed
BK_00300,2024-03-27 0:00,2024-04-01 0:00,CH_02,Expedia,RT_RACK,19797.11,0.18,3563.48,16233.63,Checked-Out
BK_00301,2024-04-09 0:00,2024-06-06 0:00,CH_02,Expedia,RT_RACK,11719.2,0.18,2109.46,9609.74,Checked-Out
BK_00302,2024-11-26 0:00,2025-01-18 0:00,CH_02,Expedia,RT_PROMO,5801.46,0.18,1044.26,4757.2,Cancelled
BK_00303,2024-05-11 0:00,2024-05-24 0:00,CH_02,Expedia,RT_PROMO,5819.64,0.18,1047.54,4772.1,Checked-Out
BK_00304,2024-12-01 0:00,2024-12-06 0:00,CH_02,Expedia,RT_CORP,8155.56,0.18,1468.0,6687.56,Checked-Out
BK_00305,2024-10-15 0:00,2024-12-03 0:00,CH_02,Expedia,RT_CORP,20978.51,0.18,3776.13,17202.38,Checked-Out
BK_00306,2024-10-16 0:00,2024-11-27 0:00,CH_02,Expedia,RT_RACK,26809.84,0.18,4825.77,21984.07,Checked-Out
BK_00307,2024-11-17 0:00,2024-12-08 0:00,CH_02,Expedia,RT_CORP,7833.36,0.18,1410.0,6423.36,Cancelled
BK_00308,2024-08-14 0:00,2024-09-24 0:00,CH_02,Expedia,RT_RACK,13000.97,0.18,2340.17,10660.8,Checked-Out
BK_00309,2024-06-29 0:00,2024-08-01 0:00,CH_02,Expedia,RT_RACK,5077.42,0.18,913.94,4163.48,Checked-Out
BK_00310,2024-01-20 0:00,2024-01-24 0:00,CH_02,Expedia,RT_RACK,12754.68,0.18,2295.84,10458.84,Cancelled
BK_00311,2024-02-16 0:00,2024-03-27 0:00,CH_02,Expedia,RT_CORP,19069.16,0.18,3432.45,15636.71,Checked-Out
BK_00312,2024-10-10 0:00,2024-11-30 0:00,CH_02,Expedia,RT_CORP,3334.35,0.18,600.18,2734.17,Checked-Out
BK_00313,2024-10-19 0:00,2024-11-30 0:00,CH_02,Expedia,RT_RACK,7729.85,0.18,1391.37,6338.48,Checked-Out
BK_00314,2024-09-13 0:00,2024-09-23 0:00,CH_02,Expedia,RT_CORP,4510.32,0.18,811.86,3698.46,Cancelled
BK_00315,2024-06-24 0:00,2024-08-09 0:00,CH_02,Expedia,RT_PROMO,3199.26,0.18,575.87,2623.39,Cancelled
BK_00316,2024-12-28 0:00,2025-01-26 0:00,CH_02,Expedia,RT_PROMO,12248.22,0.18,2204.68,10043.54,Confirmed
BK_00317,2024-05-24 0:00,2024-06-18 0:00,CH_02,Expedia,RT_RACK,17876.4,0.18,3217.75,14658.65,Checked-Out
BK_00318,2024-01-27 0:00,2024-03-18 0:00,CH_02,Expedia,RT_RACK,12293.82,0.18,2212.89,10080.93,Confirmed
BK_00319,2024-10-12 0:00,2024-11-25 0:00,CH_02,Expedia,RT_RACK,16285.55,0.18,2931.4,13354.15,Confirmed
BK_00320,2024-12-02 0:00,2025-01-30 0:00,CH_02,Expedia,RT_PROMO,13126.19,0.18,2362.71,10763.48,Confirmed
BK_00321,2024-10-25 0:00,2024-12-07 0:00,CH_02,Expedia,RT_RACK,9380.06,0.18,1688.41,7691.65,Confirmed
BK_00322,2024-12-01 0:00,2025-01-15 0:00,CH_02,Expedia,RT_PROMO,12321.22,0.18,2217.82,10103.4,Checked-Out
BK_00323,2024-02-13 0:00,2024-03-04 0:00,CH_02,Expedia,RT_CORP,20540.31,0.18,3697.26,16843.05,Checked-Out
BK_00324,2024-06-17 0:00,2024-08-09 0:00,CH_02,Expedia,RT_RACK,8531.79,0.18,1535.72,6996.07,Checked-Out
BK_00325,2024-08-04 0:00,2024-09-06 0:00,CH_02,Expedia,RT_RACK,15986.74,0.18,2877.61,13109.13,Confirmed
BK_00326,2024-04-02 0:00,2024-04-16 0:00,CH_03,Direct Web,RT_PROMO,9309.42,0.0,0.0,9309.42,Confirmed
BK_00327,2024-03-11 0:00,2024-03-21 0:00,CH_03,Direct Web,RT_CORP,3967.29,0.0,0.0,3967.29,Checked-Out
BK_00328,2024-02-21 0:00,2024-03-25 0:00,CH_03,Direct Web,RT_RACK,23942.3,0.0,0.0,23942.3,Checked-Out
BK_00329,2024-11-12 0:00,2024-11-21 0:00,CH_03,Direct Web,RT_PROMO,13956.04,0.0,0.0,13956.04,Cancelled
BK_00330,2024-04-02 0:00,2024-05-26 0:00,CH_03,Direct Web,RT_RACK,21075.88,0.0,0.0,21075.88,Checked-Out
BK_00331,2024-01-23 0:00,2024-02-19 0:00,CH_03,Direct Web,RT_RACK,13156.97,0.0,0.0,13156.97,Checked-Out
BK_00332,2024-11-08 0:00,2024-11-27 0:00,CH_03,Direct Web,RT_RACK,20074.43,0.0,0.0,20074.43,Checked-Out
BK_00333,2024-06-07 0:00,2024-07-29 0:00,CH_03,Direct Web,RT_RACK,15390.68,0.0,0.0,15390.68,Checked-Out
BK_00334,2024-10-19 0:00,2024-11-17 0:00,CH_03,Direct Web,RT_CORP,13537.51,0.0,0.0,13537.51,Checked-Out
BK_00335,2024-09-14 0:00,2024-10-18 0:00,CH_03,Direct Web,RT_RACK,15589.82,0.0,0.0,15589.82,Checked-Out
BK_00336,2024-11-05 0:00,2024-11-14 0:00,CH_03,Direct Web,RT_RACK,11667.44,0.0,0.0,11667.44,Checked-Out
BK_00337,2024-07-09 0:00,2024-08-14 0:00,CH_03,Direct Web,RT_RACK,5172.35,0.0,0.0,5172.35,Checked-Out
BK_00338,2024-03-23 0:00,2024-04-10 0:00,CH_03,Direct Web,RT_RACK,19733.04,0.0,0.0,19733.04,Checked-Out
BK_00339,2024-02-16 0:00,2024-04-15 0:00,CH_03,Direct Web,RT_PROMO,5689.38,0.0,0.0,5689.38,Checked-Out
BK_00340,2024-01-14 0:00,2024-02-10 0:00,CH_03,Direct Web,RT_PROMO,2475.88,0.0,0.0,2475.88,Checked-Out
BK_00341,2024-04-30 0:00,2024-05-25 0:00,CH_03,Direct Web,RT_CORP,3883.85,0.0,0.0,3883.85,Confirmed
BK_00342,2024-06-12 0:00,2024-08-11 0:00,CH_03,Direct Web,RT_CORP,3859.72,0.0,0.0,3859.72,Checked-Out
BK_00343,2024-03-11 0:00,2024-03-14 0:00,CH_03,Direct Web,RT_PROMO,7649.21,0.0,0.0,7649.21,Checked-Out
BK_00344,2024-03-12 0:00,2024-04-30 0:00,CH_03,Direct Web,RT_PROMO,11220.7,0.0,0.0,11220.7,Checked-Out
BK_00345,2024-02-10 0:00,2024-02-12 0:00,CH_03,Direct Web,RT_RACK,13357.93,0.0,0.0,13357.93,Checked-Out
BK_00346,2024-10-07 0:00,2024-11-23 0:00,CH_03,Direct Web,RT_PROMO,14917.67,0.0,0.0,14917.67,Cancelled
BK_00347,2024-05-27 0:00,2024-06-12 0:00,CH_03,Direct Web,RT_RACK,14475.82,0.0,0.0,14475.82,Cancelled
BK_00348,2024-08-02 0:00,2024-09-12 0:00,CH_03,Direct Web,RT_PROMO,12121.99,0.0,0.0,12121.99,Cancelled
BK_00349,2024-09-12 0:00,2024-10-21 0:00,CH_03,Direct Web,RT_RACK,22075.07,0.0,0.0,22075.07,Checked-Out
BK_00350,2024-10-21 0:00,2024-11-06 0:00,CH_03,Direct Web,RT_CORP,8124.79,0.0,0.0,8124.79,Checked-Out
BK_00351,2024-11-10 0:00,2024-12-03 0:00,CH_03,Direct Web,RT_PROMO,5746.15,0.0,0.0,5746.15,Confirmed
BK_00352,2024-12-08 0:00,2024-12-14 0:00,CH_03,Direct Web,RT_CORP,21845.66,0.0,0.0,21845.66,Confirmed
BK_00353,2024-09-26 0:00,2024-10-31 0:00,CH_03,Direct Web,RT_RACK,24312.21,0.0,0.0,24312.21,Checked-Out
BK_00354,2024-08-28 0:00,2024-08-31 0:00,CH_03,Direct Web,RT_CORP,13786.81,0.0,0.0,13786.81,Confirmed
BK_00355,2024-01-09 0:00,2024-02-01 0:00,CH_03,Direct Web,RT_CORP,3323.86,0.0,0.0,3323.86,Confirmed
BK_00356,2024-12-02 0:00,2025-01-12 0:00,CH_03,Direct Web,RT_CORP,4084.42,0.0,0.0,4084.42,Confirmed
BK_00357,2024-06-29 0:00,2024-08-03 0:00,CH_03,Direct Web,RT_RACK,11600.27,0.0,0.0,11600.27,Checked-Out
BK_00358,2024-12-16 0:00,2025-01-15 0:00,CH_03,Direct Web,RT_RACK,18990.39,0.0,0.0,18990.39,Checked-Out
BK_00359,2024-02-02 0:00,2024-03-19 0:00,CH_03,Direct Web,RT_RACK,21223.45,0.0,0.0,21223.45,Checked-Out
BK_00360,2024-01-23 0:00,2024-03-14 0:00,CH_03,Direct Web,RT_RACK,9462.74,0.0,0.0,9462.74,Checked-Out
BK_00361,2024-06-07 0:00,2024-07-10 0:00,CH_03,Direct Web,RT_PROMO,11041.63,0.0,0.0,11041.63,Confirmed
BK_00362,2024-11-27 0:00,2024-12-10 0:00,CH_03,Direct Web,RT_CORP,12256.72,0.0,0.0,12256.72,Checked-Out
BK_00363,2024-01-25 0:00,2024-03-21 0:00,CH_03,Direct Web,RT_CORP,11518.43,0.0,0.0,11518.43,Confirmed
BK_00364,2024-07-07 0:00,2024-08-04 0:00,CH_03,Direct Web,RT_PROMO,11658.82,0.0,0.0,11658.82,Checked-Out
BK_00365,2024-07-16 0:00,2024-08-07 0:00,CH_03,Direct Web,RT_PROMO,6605.27,0.0,0.0,6605.27,Checked-Out
BK_00366,2024-07-07 0:00,2024-09-05 0:00,CH_03,Direct Web,RT_CORP,18717.58,0.0,0.0,18717.58,Checked-Out
BK_00367,2024-08-05 0:00,2024-08-11 0:00,CH_03,Direct Web,RT_RACK,21355.5,0.0,0.0,21355.5,Checked-Out
BK_00368,2024-06-13 0:00,2024-06-20 0:00,CH_03,Direct Web,RT_CORP,4434.12,0.0,0.0,4434.12,Checked-Out
BK_00369,2024-06-05 0:00,2024-07-04 0:00,CH_03,Direct Web,RT_PROMO,12859.38,0.0,0.0,12859.38,Confirmed
BK_00370,2024-08-15 0:00,2024-09-07 0:00,CH_03,Direct Web,RT_RACK,15736.98,0.0,0.0,15736.98,Checked-Out
BK_00371,2024-06-29 0:00,2024-08-08 0:00,CH_03,Direct Web,RT_CORP,13456.14,0.0,0.0,13456.14,Checked-Out
BK_00372,2024-01-30 0:00,2024-02-04 0:00,CH_03,Direct Web,RT_CORP,13016.94,0.0,0.0,13016.94,Checked-Out
BK_00373,2024-12-13 0:00,2024-12-24 0:00,CH_03,Direct Web,RT_RACK,3973.75,0.0,0.0,3973.75,Checked-Out
BK_00374,2024-12-13 0:00,2025-02-02 0:00,CH_03,Direct Web,RT_RACK,19602.94,0.0,0.0,19602.94,Confirmed
BK_00375,2024-04-30 0:00,2024-06-19 0:00,CH_03,Direct Web,RT_CORP,9974.04,0.0,0.0,9974.04,Checked-Out
BK_00376,2024-10-17 0:00,2024-10-20 0:00,CH_03,Direct Web,RT_RACK,21636.93,0.0,0.0,21636.93,Checked-Out
BK_00377,2024-07-08 0:00,2024-08-01 0:00,CH_03,Direct Web,RT_RACK,20622.71,0.0,0.0,20622.71,Checked-Out
BK_00378,2024-09-28 0:00,2024-10-22 0:00,CH_03,Direct Web,RT_CORP,13043.81,0.0,0.0,13043.81,Checked-Out
BK_00379,2024-05-07 0:00,2024-05-15 0:00,CH_03,Direct Web,RT_RACK,5107.79,0.0,0.0,5107.79,Checked-Out
BK_00380,2024-07-17 0:00,2024-09-14 0:00,CH_03,Direct Web,RT_RACK,21344.61,0.0,0.0,21344.61,Confirmed
BK_00381,2024-05-13 0:00,2024-06-28 0:00,CH_03,Direct Web,RT_RACK,16044.44,0.0,0.0,16044.44,Checked-Out
BK_00382,2024-05-26 0:00,2024-07-10 0:00,CH_03,Direct Web,RT_RACK,19689.44,0.0,0.0,19689.44,Confirmed
BK_00383,2024-02-07 0:00,2024-03-07 0:00,CH_03,Direct Web,RT_PROMO,5992.73,0.0,0.0,5992.73,Checked-Out
BK_00384,2024-12-15 0:00,2025-02-08 0:00,CH_03,Direct Web,RT_CORP,13191.11,0.0,0.0,13191.11,Checked-Out
BK_00385,2024-10-08 0:00,2024-11-12 0:00,CH_03,Direct Web,RT_CORP,12622.93,0.0,0.0,12622.93,Checked-Out
BK_00386,2024-12-30 0:00,2025-02-14 0:00,CH_03,Direct Web,RT_CORP,8597.26,0.0,0.0,8597.26,Checked-Out
BK_00387,2024-03-03 0:00,2024-03-16 0:00,CH_03,Direct Web,RT_RACK,8538.41,0.0,0.0,8538.41,Checked-Out
BK_00388,2024-01-14 0:00,2024-02-07 0:00,CH_03,Direct Web,RT_CORP,17329.97,0.0,0.0,17329.97,Checked-Out
BK_00389,2024-10-09 0:00,2024-10-18 0:00,CH_03,Direct Web,RT_RACK,25036.09,0.0,0.0,25036.09,Confirmed
