spend_id,spend_date,channel_id,platform,cost_amount,clicks
SP_147_IN,2025-04-05,CH_01,Instagram,371.12,56
SP_148_GO,2025-04-06,CH_01,Google Ads,1513.41,147
SP_148_FA,2025-04-06,CH_01,Facebook,796.8,116
SP_148_IN,2025-04-06,CH_01,Instagram,556.87,76
SP_149_GO,2025-04-07,CH_01,Google Ads,1403.29,125
SP_149_FA,2025-04-07,CH_01,Facebook,724.23,102
SP_149_IN,2025-04-07,CH_01,Instagram,505.09,79
SP_150_GO,2025-04-08,CH_01,Google Ads,1379.34,135
SP_150_FA,2025-04-08,CH_01,Facebook,453.58,71
SP_150_IN,2025-04-08,CH_01,Instagram,387.92,68
SP_151_GO,2025-04-09,CH_01,Google Ads,1121.48,107
SP_151_FA,2025-04-09,CH_01,Facebook,769.01,116
SP_151_IN,2025-04-09,CH_01,Instagram,304.94,46
SP_152_GO,2025-04-10,CH_01,Google Ads,1708.98,150
SP_152_FA,2025-04-10,CH_01,Facebook,706.97,89
SP_152_IN,2025-04-10,CH_01,Instagram,571.3,85
SP_153_GO,2025-04-11,CH_01,Google Ads,1299.22,109
SP_153_FA,2025-04-11,CH_01,Facebook,444.65,65
SP_153_IN,2025-04-11,CH_01,Instagram,681.82,95
SP_154_GO,2025-04-12,CH_01,Google Ads,1235.07,127
SP_154_FA,2025-04-12,CH_01,Facebook,462.99,68
SP_154_IN,2025-04-12,CH_01,Instagram,386.09,66
SP_155_GO,2025-04-13,CH_01,Google Ads,1509.48,115
SP_155_FA,2025-04-13,CH_01,Facebook,710.63,97
SP_155_IN,2025-04-13,CH_01,Instagram,288.03,51
SP_156_GO,2025-04-14,CH_01,Google Ads,965.63,97
SP_156_FA,2025-04-14,CH_01,Facebook,675.32,91
SP_156_IN,2025-04-14,CH_01,Instagram,342.0,52
SP_157_GO,2025-04-15,CH_01,Google Ads,1941.96,146
SP_157_FA,2025-04-15,CH_01,Facebook,731.23,103
SP_157_IN,2025-04-15,CH_01,Instagram,597.84,83
SP_158_GO,2025-04-16,CH_01,Google Ads,1067.67,83
SP_158_FA,2025-04-16,CH_01,Facebook,551.35,80
SP_158_IN,2025-04-16,CH_01,Instagram,419.99,63
SP_159_GO,2025-04-17,CH_01,Google Ads,1112.56,99
SP_159_FA,2025-04-17,CH_01,Facebook,725.26,99
SP_159_IN,2025-04-17,CH_01,Instagram,481.2,76
SP_160_GO,2025-04-18,CH_01,Google Ads,1646.29,132
SP_160_FA,2025-04-18,CH_01,Facebook,796.75,107
SP_160_IN,2025-04-18,CH_01,Instagram,597.95,86
SP_161_GO,2025-04-19,CH_01,Google Ads,2120.26,168
SP_161_FA,2025-04-19,CH_01,Facebook,587.39,88
SP_161_IN,2025-04-19,CH_01,Instagram,411.29,65
SP_162_GO,2025-04-20,CH_01,Google Ads,1400.39,129
SP_162_FA,2025-04-20,CH_01,Facebook,710.36,111
SP_162_IN,2025-04-20,CH_01,Instagram,257.19,40
SP_163_GO,2025-04-21,CH_01,Google Ads,1075.61,104
SP_163_FA,2025-04-21,CH_01,Facebook,527.39,78
SP_163_IN,2025-04-21,CH_01,Instagram,432.41,70
SP_164_GO,2025-04-22,CH_01,Google Ads,1264.51,110
SP_164_FA,2025-04-22,CH_01,Facebook,869.09,108
SP_164_IN,2025-04-22,CH_01,Instagram,476.44,72
SP_165_GO,2025-04-23,CH_01,Google Ads,1385.36,116
SP_165_FA,2025-04-23,CH_01,Facebook,772.48,97
SP_165_IN,2025-04-23,CH_01,Instagram,229.61,36
SP_166_GO,2025-04-24,CH_01,Google Ads,1445.95,126
SP_166_FA,2025-04-24,CH_01,Facebook,470.96,73
SP_166_IN,2025-04-24,CH_01,Instagram,512.94,84
SP_167_GO,2025-04-25,CH_01,Google Ads,1081.35,88
SP_167_FA,2025-04-25,CH_01,Facebook,699.06,98
SP_167_IN,2025-04-25,CH_01,Instagram,341.37,53
SP_168_GO,2025-04-26,CH_01,Google Ads,1412.04,141
SP_168_FA,2025-04-26,CH_01,Facebook,417.14,61
SP_168_IN,2025-04-26,CH_01,Instagram,430.69,69
SP_169_GO,2025-04-27,CH_01,Google Ads,1637.73,131
SP_169_FA,2025-04-27,CH_01,Facebook,714.67,95
SP_169_IN,2025-04-27,CH_01,Instagram,481.37,74
SP_170_GO,2025-04-28,CH_01,Google Ads,1013.21,96
SP_170_FA,2025-04-28,CH_01,Facebook,462.44,65
SP_170_IN,2025-04-28,CH_01,Instagram,425.23,74
SP_171_GO,2025-04-29,CH_01,Google Ads,1294.07,121
SP_171_FA,2025-04-29,CH_01,Facebook,478.79,70
SP_171_IN,2025-04-29,CH_01,Instagram,333.96,49
SP_172_GO,2025-04-30,CH_01,Google Ads,1421.0,116
SP_172_FA,2025-04-30,CH_01,Facebook,571.24,82
SP_172_IN,2025-04-30,CH_01,Instagram,582.57,103
SP_173_GO,2025-05-01,CH_01,Google Ads,1862.17,143
SP_173_FA,2025-05-01,CH_01,Facebook,721.99,103
SP_173_IN,2025-05-01,CH_01,Instagram,601.6,95
SP_174_GO,2025-05-02,CH_01,Google Ads,1192.28,107
SP_174_FA,2025-05-02,CH_01,Facebook,525.72,79
SP_174_IN,2025-05-02,CH_01,Instagram,542.7,89
SP_175_GO,2025-05-03,CH_01,Google Ads,1210.44,119
SP_175_FA,2025-05-03,CH_01,Facebook,588.08,90
SP_175_IN,2025-05-03,CH_01,Instagram,309.27,48
SP_176_GO,2025-05-04,CH_01,Google Ads,1654.82,139
SP_176_FA,2025-05-04,CH_01,Facebook,705.39,99
SP_176_IN,2025-05-04,CH_01,Instagram,435.42,63
SP_177_GO,2025-05-05,CH_01,Google Ads,1337.18,109
SP_177_FA,2025-05-05,CH_01,Facebook,752.12,112
SP_177_IN,2025-05-05,CH_01,Instagram,354.33,57
SP_178_GO,2025-05-06,CH_01,Google Ads,1029.34,93
SP_178_FA,2025-05-06,CH_01,Facebook,745.55,113
SP_178_IN,2025-05-06,CH_01,Instagram,583.54,93
SP_179_GO,2025-05-07,CH_01,Google Ads,1717.89,158
SP_179_FA,2025-05-07,CH_01,Facebook,580.79,87
SP_179_IN,2025-05-07,CH_01,Instagram,410.16,57
SP_180_GO,2025-05-08,CH_01,Google Ads,1593.15,128
SP_180_FA,2025-05-08,CH_01,Facebook,500.09,66
SP_180_IN,2025-05-08,CH_01,Instagram,301.84,52
SP_181_GO,2025-05-09,CH_01,Google Ads,1452.07,124
SP_181_FA,2025-05-09,CH_01,Facebook,685.2,90
SP_181_IN,2025-05-09,CH_01,Instagram,617.46,85
SP_182_GO,2025-05-10,CH_01,Google Ads,1262.42,98
SP_182_FA,2025-05-10,CH_01,Facebook,859.65,123
SP_182_IN,2025-05-10,CH_01,Instagram,225.44,39
SP_183_GO,2025-05-11,CH_01,Google Ads,1482.18,111
SP_183_FA,2025-05-11,CH_01,Facebook,616.01,90
SP_183_IN,2025-05-11,CH_01,Instagram,331.29,57
SP_184_GO,2025-05-12,CH_01,Google Ads,1541.07,135
SP_184_FA,2025-05-12,CH_01,Facebook,960.35,127
SP_184_IN,2025-05-12,CH_01,Instagram,535.42,84
SP_185_GO,2025-05-13,CH_01,Google Ads,1069.63,100
SP_185_FA,2025-05-13,CH_01,Facebook,502.09,65
SP_185_IN,2025-05-13,CH_01,Instagram,440.7,63
SP_186_GO,2025-05-14,CH_01,Google Ads,1370.13,122
SP_186_FA,2025-05-14,CH_01,Facebook,501.41,68
SP_186_IN,2025-05-14,CH_01,Instagram,459.96,66
SP_187_GO,2025-05-15,CH_01,Google Ads,1291.15,107
SP_187_FA,2025-05-15,CH_01,Facebook,875.48,119
SP_187_IN,2025-05-15,CH_01,Instagram,570.98,84
SP_188_GO,2025-05-16,CH_01,Google Ads,1823.64,154
SP_188_FA,2025-05-16,CH_01,Facebook,732.27,102
SP_188_IN,2025-05-16,CH_01,Instagram,328.82,56
SP_189_GO,2025-05-17,CH_01,Google Ads,1501.27,142
SP_189_FA,2025-05-17,CH_01,Facebook,766.28,103
SP_189_IN,2025-05-17,CH_01,Instagram,535.98,86
SP_190_GO,2025-05-18,CH_01,Google Ads,1244.05,105
SP_190_FA,2025-05-18,CH_01,Facebook,545.24,84
SP_190_IN,2025-05-18,CH_01,Instagram,633.2,104
SP_191_GO,2025-05-19,CH_01,Google Ads,1150.28,102
SP_191_FA,2025-05-19,CH_01,Facebook,666.62,112
SP_191_IN,2025-05-19,CH_01,Instagram,548.37,91
SP_192_GO,2025-05-20,CH_01,Google Ads,1348.88,124
SP_192_FA,2025-05-20,CH_01,Facebook,908.97,125
SP_192_IN,2025-05-20,CH_01,Instagram,361.58,57
SP_193_GO,2025-05-21,CH_01,Google Ads,1411.28,121
SP_193_FA,2025-05-21,CH_01,Facebook,698.32,97
SP_193_IN,2025-05-21,CH_01,Instagram,284.54,45
SP_194_GO,2025-05-22,CH_01,Google Ads,1414.88,130
SP_194_FA,2025-05-22,CH_01,Facebook,736.26,102
SP_194_IN,2025-05-22,CH_01,Instagram,469.98,66
SP_195_GO,2025-05-23,CH_01,Google Ads,957.33,88
SP_195_FA,2025-05-23,CH_01,Facebook,924.46,112
SP_195_IN,2025-05-23,CH_01,Instagram,724.41,111
SP_196_GO,2025-05-24,CH_01,Google Ads,1568.26,128
SP_196_FA,2025-05-24,CH_01,Facebook,826.6,112
SP_196_IN,2025-05-24,CH_01,Instagram,579.56,86
SP_197_GO,2025-05-25,CH_01,Google Ads,1374.51,129
SP_197_FA,2025-05-25,CH_01,Facebook,579.51,84
SP_197_IN,2025-05-25,CH_01,Instagram,270.78,48
SP_198_GO,2025-05-26,CH_01,Google Ads,1260.81,112
SP_198_FA,2025-05-26,CH_01,Facebook,684.33,91
SP_198_IN,2025-05-26,CH_01,Instagram,464.75,73
SP_199_GO,2025-05-27,CH_01,Google Ads,1267.61,103
SP_199_FA,2025-05-27,CH_01,Facebook,611.61,88
SP_199_IN,2025-05-27,CH_01,Instagram,403.85,66
SP_200_GO,2025-05-28,CH_01,Google Ads,1208.08,110
SP_200_FA,2025-05-28,CH_01,Facebook,636.53,84
SP_200_IN,2025-05-28,CH_01,Instagram,562.43,77
SP_201_GO,2025-05-29,CH_01,Google Ads,1875.29,141
SP_201_FA,2025-05-29,CH_01,Facebook,751.28,100
SP_201_IN,2025-05-29,CH_01,Instagram,422.7,61
SP_202_GO,2025-05-30,CH_01,Google Ads,1095.9,108
SP_202_FA,2025-05-30,CH_01,Facebook,758.22,117
SP_202_IN,2025-05-30,CH_01,Instagram,465.25,77
SP_203_GO,2025-05-31,CH_01,Google Ads,1772.67,140
SP_203_FA,2025-05-31,CH_01,Facebook,783.87,99
SP_203_IN,2025-05-31,CH_01,Instagram,536.32,70
SP_204_GO,2025-06-01,CH_01,Google Ads,1419.31,133
SP_204_FA,2025-06-01,CH_01,Facebook,647.21,91
SP_204_IN,2025-06-01,CH_01,Instagram,366.49,65
SP_205_GO,2025-06-02,CH_01,Google Ads,1288.36,126
SP_205_FA,2025-06-02,CH_01,Facebook,308.08,44
SP_205_IN,2025-06-02,CH_01,Instagram,338.91,56
SP_206_GO,2025-06-03,CH_01,Google Ads,685.9,64
SP_206_FA,2025-06-03,CH_01,Facebook,587.79,86
SP_206_IN,2025-06-03,CH_01,Instagram,549.04,76
SP_207_GO,2025-06-04,CH_01,Google Ads,1605.31,129
SP_207_FA,2025-06-04,CH_01,Facebook,720.83,109
SP_207_IN,2025-06-04,CH_01,Instagram,540.35,77
SP_208_GO,2025-06-05,CH_01,Google Ads,1206.53,112
SP_208_FA,2025-06-05,CH_01,Facebook,628.31,99
SP_208_IN,2025-06-05,CH_01,Instagram,307.66,50
SP_209_GO,2025-06-06,CH_01,Google Ads,1497.78,128
SP_209_FA,2025-06-06,CH_01,Facebook,720.25,108
SP_209_IN,2025-06-06,CH_01,Instagram,352.17,52
SP_210_GO,2025-06-07,CH_01,Google Ads,1149.2,105
SP_210_FA,2025-06-07,CH_01,Facebook,412.58,56
SP_210_IN,2025-06-07,CH_01,Instagram,578.58,97
SP_211_GO,2025-06-08,CH_01,Google Ads,1579.46,138
SP_211_FA,2025-06-08,CH_01,Facebook,387.71,58
SP_211_IN,2025-06-08,CH_01,Instagram,329.44,52
SP_212_GO,2025-06-09,CH_01,Google Ads,1676.53,127
SP_212_FA,2025-06-09,CH_01,Facebook,442.93,64
SP_212_IN,2025-06-09,CH_01,Instagram,309.55,53
SP_213_GO,2025-06-10,CH_01,Google Ads,1391.66,121
SP_213_FA,2025-06-10,CH_01,Facebook,411.0,57
SP_213_IN,2025-06-10,CH_01,Instagram,312.3,48
SP_214_GO,2025-06-11,CH_01,Google Ads,1693.5,142
SP_214_FA,2025-06-11,CH_01,Facebook,641.28,93
SP_214_IN,2025-06-11,CH_01,Instagram,482.3,71
SP_215_GO,2025-06-12,CH_01,Google Ads,1460.32,128
SP_215_FA,2025-06-12,CH_01,Facebook,599.07,93
SP_215_IN,2025-06-12,CH_01,Instagram,384.6,56
SP_216_GO,2025-06-13,CH_01,Google Ads,1564.12,135
SP_216_FA,2025-06-13,CH_01,Facebook,869.14,116
SP_216_IN,2025-06-13,CH_01,Instagram,381.27,65
SP_217_GO,2025-06-14,CH_01,Google Ads,1770.26,145
SP_217_FA,2025-06-14,CH_01,Facebook,1030.67,122
SP_217_IN,2025-06-14,CH_01,Instagram,268.28,46
SP_218_GO,2025-06-15,CH_01,Google Ads,839.45,68
SP_218_FA,2025-06-15,CH_01,Facebook,732.89,101
SP_218_IN,2025-06-15,CH_01,Instagram,303.32,47
SP_219_GO,2025-06-16,CH_01,Google Ads,1503.07,123
SP_219_FA,2025-06-16,CH_01,Facebook,712.74,94
SP_219_IN,2025-06-16,CH_01,Instagram,476.66,67
SP_220_GO,2025-06-17,CH_01,Google Ads,1363.45,131
SP_220_FA,2025-06-17,CH_01,Facebook,909.18,115
SP_220_IN,2025-06-17,CH_01,Instagram,518.39,78
SP_221_GO,2025-06-18,CH_01,Google Ads,1489.61,149
SP_221_FA,2025-06-18,CH_01,Facebook,775.68,112
SP_221_IN,2025-06-18,CH_01,Instagram,584.07,89
SP_222_GO,2025-06-19,CH_01,Google Ads,1071.19,97
SP_222_FA,2025-06-19,CH_01,Facebook,764.52,108
SP_222_IN,2025-06-19,CH_01,Instagram,358.05,58
SP_223_GO,2025-06-20,CH_01,Google Ads,1717.49,131
SP_223_FA,2025-06-20,CH_01,Facebook,449.47,51
SP_223_IN,2025-06-20,CH_01,Instagram,496.53,73
SP_224_GO,2025-06-21,CH_01,Google Ads,1287.64,112
SP_224_FA,2025-06-21,CH_01,Facebook,613.4,93
SP_224_IN,2025-06-21,CH_01,Instagram,391.38,55
SP_225_GO,2025-06-22,CH_01,Google Ads,1095.33,92
SP_225_FA,2025-06-22,CH_01,Facebook,551.67,83
SP_225_IN,2025-06-22,CH_01,Instagram,630.38,105
SP_226_GO,2025-06-23,CH_01,Google Ads,1121.47,99
SP_226_FA,2025-06-23,CH_01,Facebook,547.48,76
SP_226_IN,2025-06-23,CH_01,Instagram,476.79,72
SP_227_GO,2025-06-24,CH_01,Google Ads,1269.92,117
SP_227_FA,2025-06-24,CH_01,Facebook,720.7,101
SP_227_IN,2025-06-24,CH_01,Instagram,443.45,61
SP_228_GO,2025-06-25,CH_01,Google Ads,1463.04,117
SP_228_FA,2025-06-25,CH_01,Facebook,889.47,112
SP_228_IN,2025-06-25,CH_01,Instagram,532.97,82
SP_229_GO,2025-06-26,CH_01,Google Ads,1330.5,118
SP_229_FA,2025-06-26,CH_01,Facebook,380.7,50
SP_229_IN,2025-06-26,CH_01,Instagram,512.77,74
SP_230_GO,2025-06-27,CH_01,Google Ads,1417.06,117
SP_230_FA,2025-06-27,CH_01,Facebook,424.22,65
SP_230_IN,2025-06-27,CH_01,Instagram,160.75,25
SP_231_GO,2025-06-28,CH_01,Google Ads,1130.9,106
SP_231_FA,2025-06-28,CH_01,Facebook,667.67,96
SP_231_IN,2025-06-28,CH_01,Instagram,344.22,44
SP_232_GO,2025-06-29,CH_01,Google Ads,1249.92,119
SP_232_FA,2025-06-29,CH_01,Facebook,546.72,77
SP_232_IN,2025-06-29,CH_01,Instagram,473.69,66
SP_233_GO,2025-06-30,CH_01,Google Ads,1558.4,118
SP_233_FA,2025-06-30,CH_01,Facebook,610.54,82
SP_233_IN,2025-06-30,CH_01,Instagram,626.69,88
SP_234_GO,2025-07-01,CH_01,Google Ads,1608.71,143
SP_234_FA,2025-07-01,CH_01,Facebook,513.69,89
SP_234_IN,2025-07-01,CH_01,Instagram,466.45,66
SP_235_GO,2025-07-02,CH_01,Google Ads,1553.18,136
SP_235_FA,2025-07-02,CH_01,Facebook,837.46,120
SP_235_IN,2025-07-02,CH_01,Instagram,356.62,57
SP_236_GO,2025-07-03,CH_01,Google Ads,1195.19,99
SP_236_FA,2025-07-03,CH_01,Facebook,717.38,95
SP_236_IN,2025-07-03,CH_01,Instagram,401.13,62
SP_237_GO,2025-07-04,CH_01,Google Ads,947.69,80
SP_237_FA,2025-07-04,CH_01,Facebook,597.51,91
SP_237_IN,2025-07-04,CH_01,Instagram,432.88,68
SP_238_GO,2025-07-05,CH_01,Google Ads,1589.09,151
SP_238_FA,2025-07-05,CH_01,Facebook,624.31,95
SP_238_IN,2025-07-05,CH_01,Instagram,391.99,59
SP_239_GO,2025-07-06,CH_01,Google Ads,1333.36,116
SP_239_FA,2025-07-06,CH_01,Facebook,656.99,95
SP_239_IN,2025-07-06,CH_01,Instagram,539.0,85
SP_240_GO,2025-07-07,CH_01,Google Ads,1396.22,118
SP_240_FA,2025-07-07,CH_01,Facebook,711.68,94
SP_240_IN,2025-07-07,CH_01,Instagram,505.79,75
SP_241_GO,2025-07-08,CH_01,Google Ads,1198.91,114
SP_241_FA,2025-07-08,CH_01,Facebook,399.21,64
SP_241_IN,2025-07-08,CH_01,Instagram,540.29,101
SP_242_GO,2025-07-09,CH_01,Google Ads,1515.02,141
SP_242_FA,2025-07-09,CH_01,Facebook,658.38,111
SP_242_IN,2025-07-09,CH_01,Instagram,471.65,65
SP_243_GO,2025-07-10,CH_01,Google Ads,1477.04,132
SP_243_FA,2025-07-10,CH_01,Facebook,354.1,55
SP_243_IN,2025-07-10,CH_01,Instagram,600.3,95
SP_244_GO,2025-07-11,CH_01,Google Ads,1387.78,118
SP_244_FA,2025-07-11,CH_01,Facebook,490.68,66
SP_244_IN,2025-07-11,CH_01,Instagram,412.47,62
SP_245_GO,2025-07-12,CH_01,Google Ads,1095.75,109
SP_245_FA,2025-07-12,CH_01,Facebook,620.67,82
SP_245_IN,2025-07-12,CH_01,Instagram,501.74,77
SP_246_GO,2025-07-13,CH_01,Google Ads,1538.53,136
SP_246_FA,2025-07-13,CH_01,Facebook,630.05,91
SP_246_IN,2025-07-13,CH_01,Instagram,578.69,87
SP_247_GO,2025-07-14,CH_01,Google Ads,1104.18,109
SP_247_FA,2025-07-14,CH_01,Facebook,738.08,109
SP_247_IN,2025-07-14,CH_01,Instagram,548.36,71
SP_248_GO,2025-07-15,CH_01,Google Ads,1739.62,134
SP_248_FA,2025-07-15,CH_01,Facebook,625.35,80
SP_248_IN,2025-07-15,CH_01,Instagram,468.32,70
SP_249_GO,2025-07-16,CH_01,Google Ads,1754.01,156
SP_249_FA,2025-07-16,CH_01,Facebook,601.18,90
SP_249_IN,2025-07-16,CH_01,Instagram,527.72,85
SP_250_GO,2025-07-17,CH_01,Google Ads,1377.53,138
SP_250_FA,2025-07-17,CH_01,Facebook,676.09,99
SP_250_IN,2025-07-17,CH_01,Instagram,538.91,83
SP_251_GO,2025-07-18,CH_01,Google Ads,1225.88,110
SP_251_FA,2025-07-18,CH_01,Facebook,568.51,74
SP_251_IN,2025-07-18,CH_01,Instagram,324.42,51
SP_252_GO,2025-07-19,CH_01,Google Ads,1636.04,126
SP_252_FA,2025-07-19,CH_01,Facebook,628.37,89
SP_252_IN,2025-07-19,CH_01,Instagram,401.21,74
SP_253_GO,2025-07-20,CH_01,Google Ads,1093.16,98
SP_253_FA,2025-07-20,CH_01,Facebook,483.4,77
SP_253_IN,2025-07-20,CH_01,Instagram,563.98,85
SP_254_GO,2025-07-21,CH_01,Google Ads,1325.11,122
SP_254_FA,2025-07-21,CH_01,Facebook,682.17,91
SP_254_IN,2025-07-21,CH_01,Instagram,437.53,65
SP_255_GO,2025-07-22,CH_01,Google Ads,1216.92,105
SP_255_FA,2025-07-22,CH_01,Facebook,870.06,110
SP_255_IN,2025-07-22,CH_01,Instagram,618.31,93
SP_256_GO,2025-07-23,CH_01,Google Ads,1330.45,120
SP_256_FA,2025-07-23,CH_01,Facebook,366.24,57
SP_256_IN,2025-07-23,CH_01,Instagram,425.28,66
SP_257_GO,2025-07-24,CH_01,Google Ads,1842.89,145
SP_257_FA,2025-07-24,CH_01,Facebook,590.69,77
SP_257_IN,2025-07-24,CH_01,Instagram,418.15,61
SP_258_GO,2025-07-25,CH_01,Google Ads,1694.13,134
SP_258_FA,2025-07-25,CH_01,Facebook,630.52,81
SP_258_IN,2025-07-25,CH_01,Instagram,258.27,36
SP_259_GO,2025-07-26,CH_01,Google Ads,1368.09,119
SP_259_FA,2025-07-26,CH_01,Facebook,369.73,53
SP_259_IN,2025-07-26,CH_01,Instagram,590.14,94
SP_260_GO,2025-07-27,CH_01,Google Ads,1522.2,132
SP_260_FA,2025-07-27,CH_01,Facebook,796.82,109
SP_260_IN,2025-07-27,CH_01,Instagram,346.06,53
SP_261_GO,2025-07-28,CH_01,Google Ads,1769.76,148
SP_261_FA,2025-07-28,CH_01,Facebook,739.44,87
SP_261_IN,2025-07-28,CH_01,Instagram,623.22,90
SP_262_GO,2025-07-29,CH_01,Google Ads,1521.48,125
SP_262_FA,2025-07-29,CH_01,Facebook,612.1,103
SP_262_IN,2025-07-29,CH_01,Instagram,494.06,77
SP_263_GO,2025-07-30,CH_01,Google Ads,1256.54,111
SP_263_FA,2025-07-30,CH_01,Facebook,375.79,61
SP_263_IN,2025-07-30,CH_01,Instagram,620.11,92
SP_264_GO,2025-07-31,CH_01,Google Ads,833.7,76
SP_264_FA,2025-07-31,CH_01,Facebook,739.06,105
SP_264_IN,2025-07-31,CH_01,Instagram,648.22,92
SP_265_GO,2025-08-01,CH_01,Google Ads,1079.97,95
SP_265_FA,2025-08-01,CH_01,Facebook,518.38,81
SP_265_IN,2025-08-01,CH_01,Instagram,261.48,43
SP_266_GO,2025-08-02,CH_01,Google Ads,1270.14,108
SP_266_FA,2025-08-02,CH_01,Facebook,809.55,108
SP_266_IN,2025-08-02,CH_01,Instagram,527.99,83
SP_267_GO,2025-08-03,CH_01,Google Ads,1477.25,130
SP_267_FA,2025-08-03,CH_01,Facebook,680.0,82
SP_267_IN,2025-08-03,CH_01,Instagram,154.72,28
SP_268_GO,2025-08-04,CH_01,Google Ads,1418.28,126
SP_268_FA,2025-08-04,CH_01,Facebook,421.92,64
SP_268_IN,2025-08-04,CH_01,Instagram,369.09,53
SP_269_GO,2025-08-05,CH_01,Google Ads,1834.18,141
SP_269_FA,2025-08-05,CH_01,Facebook,391.16,61
SP_269_IN,2025-08-05,CH_01,Instagram,315.49,44
SP_270_GO,2025-08-06,CH_01,Google Ads,1469.87,127
SP_270_FA,2025-08-06,CH_01,Facebook,673.73,94
SP_270_IN,2025-08-06,CH_01,Instagram,331.58,49
SP_271_GO,2025-08-07,CH_01,Google Ads,1205.9,116
SP_271_FA,2025-08-07,CH_01,Facebook,695.47,100
SP_271_IN,2025-08-07,CH_01,Instagram,476.19,74
SP_272_GO,2025-08-08,CH_01,Google Ads,1591.55,136
SP_272_FA,2025-08-08,CH_01,Facebook,546.53,74
SP_272_IN,2025-08-08,CH_01,Instagram,514.21,76
SP_273_GO,2025-08-09,CH_01,Google Ads,1508.79,138
SP_273_FA,2025-08-09,CH_01,Facebook,633.06,102
SP_273_IN,2025-08-09,CH_01,Instagram,425.93,67
SP_274_GO,2025-08-10,CH_01,Google Ads,1658.0,146
SP_274_FA,2025-08-10,CH_01,Facebook,618.52,100
SP_274_IN,2025-08-10,CH_01,Instagram,381.77,63
SP_275_GO,2025-08-11,CH_01,Google Ads,1785.39,164
SP_275_FA,2025-08-11,CH_01,Facebook,661.83,91
SP_275_IN,2025-08-11,CH_01,Instagram,255.28,41
SP_276_GO,2025-08-12,CH_01,Google Ads,1470.52,127
SP_276_FA,2025-08-12,CH_01,Facebook,329.92,48
SP_276_IN,2025-08-12,CH_01,Instagram,598.92,88
SP_277_GO,2025-08-13,CH_01,Google Ads,1493.64,141
SP_277_FA,2025-08-13,CH_01,Facebook,810.71,113
SP_277_IN,2025-08-13,CH_01,Instagram,637.17,98
SP_278_GO,2025-08-14,CH_01,Google Ads,1019.35,83
SP_278_FA,2025-08-14,CH_01,Facebook,572.63,82
SP_278_IN,2025-08-14,CH_01,Instagram,315.77,43
SP_279_GO,2025-08-15,CH_01,Google Ads,1424.39,110
SP_279_FA,2025-08-15,CH_01,Facebook,546.58,82
SP_279_IN,2025-08-15,CH_01,Instagram,600.95,93
SP_280_GO,2025-08-16,CH_01,Google Ads,1217.87,118
SP_280_FA,2025-08-16,CH_01,Facebook,603.2,81
SP_280_IN,2025-08-16,CH_01,Instagram,286.11,46
SP_281_GO,2025-08-17,CH_01,Google Ads,1294.85,112
SP_281_FA,2025-08-17,CH_01,Facebook,815.16,116
SP_281_IN,2025-08-17,CH_01,Instagram,451.9,57
SP_282_GO,2025-08-18,CH_01,Google Ads,1268.35,112
SP_282_FA,2025-08-18,CH_01,Facebook,584.37,83
SP_282_IN,2025-08-18,CH_01,Instagram,495.5,71
SP_283_GO,2025-08-19,CH_01,Google Ads,1586.35,127
SP_283_FA,2025-08-19,CH_01,Facebook,790.57,108
SP_283_IN,2025-08-19,CH_01,Instagram,537.82,76
SP_284_GO,2025-08-20,CH_01,Google Ads,1366.04,99
SP_284_FA,2025-08-20,CH_01,Facebook,559.83,80
SP_284_IN,2025-08-20,CH_01,Instagram,282.49,48
SP_285_GO,2025-08-21,CH_01,Google Ads,1861.64,137
SP_285_FA,2025-08-21,CH_01,Facebook,584.6,79
SP_285_IN,2025-08-21,CH_01,Instagram,512.47,73
SP_286_GO,2025-08-22,CH_01,Google Ads,2050.99,159
SP_286_FA,2025-08-22,CH_01,Facebook,637.89,85
SP_286_IN,2025-08-22,CH_01,Instagram,525.65,81
SP_287_GO,2025-08-23,CH_01,Google Ads,1076.51,100
SP_287_FA,2025-08-23,CH_01,Facebook,871.28,110
SP_287_IN,2025-08-23,CH_01,Instagram,437.96,66
SP_288_GO,2025-08-24,CH_01,Google Ads,1400.42,141
SP_288_FA,2025-08-24,CH_01,Facebook,677.35,81
SP_288_IN,2025-08-24,CH_01,Instagram,443.46,75
SP_289_GO,2025-08-25,CH_01,Google Ads,1517.65,122
SP_289_FA,2025-08-25,CH_01,Facebook,321.27,44
SP_289_IN,2025-08-25,CH_01,Instagram,355.71,63
SP_290_GO,2025-08-26,CH_01,Google Ads,1376.31,121
SP_290_FA,2025-08-26,CH_01,Facebook,622.95,89
SP_290_IN,2025-08-26,CH_01,Instagram,292.92,51
SP_291_GO,2025-08-27,CH_01,Google Ads,1315.08,107
SP_291_FA,2025-08-27,CH_01,Facebook,673.05,94
SP_291_IN,2025-08-27,CH_01,Instagram,321.58,51
SP_292_GO,2025-08-28,CH_01,Google Ads,1591.27,133
SP_292_FA,2025-08-28,CH_01,Facebook,461.36,81
SP_292_IN,2025-08-28,CH_01,Instagram,356.19,57
SP_293_GO,2025-08-29,CH_01,Google Ads,1145.35,103
SP_293_FA,2025-08-29,CH_01,Facebook,746.57,104
SP_293_IN,2025-08-29,CH_01,Instagram,497.26,87
SP_294_GO,2025-08-30,CH_01,Google Ads,1107.64,114
SP_294_FA,2025-08-30,CH_01,Facebook,541.01,82
