booking_id,booking_date,check_in_date,channel_id,rate_code_id,gross_room_revenue,commission_amount,net_room_revenue,status
RES-04424,2025-02-01,2025-02-14,CH_01,RT_PACK,8730.0,0.0,8730.0,Checked-Out
RES-04802,2025-02-01,2025-02-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-00059,2025-02-02,2025-03-01,CH_06,RT_RACK,11700.0,250.0,11450.0,Checked-Out
RES-00080,2025-02-02,2025-03-22,CH_03,RT_ADV,2550.0,510.0,2040.0,Checked-Out
RES-00397,2025-02-02,2025-02-02,CH_04,RT_RACK,14040.0,0.0,14040.0,Checked-Out
RES-00783,2025-02-02,2025-02-23,CH_03,RT_RACK,10200.0,2040.0,8160.0,Checked-Out
RES-01150,2025-02-02,2025-02-25,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-01160,2025-02-02,2025-03-07,CH_02,RT_PROMO,2340.0,0.0,0.0,Cancelled
RES-01177,2025-02-02,2025-03-24,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-01880,2025-02-02,2025-02-25,CH_03,RT_PACK,2550.0,510.0,2040.0,Checked-Out
RES-01882,2025-02-02,2025-02-27,CH_03,RT_RACK,7650.0,1530.0,6120.0,Checked-Out
RES-01883,2025-02-02,2025-02-28,CH_03,RT_PACK,10200.0,0.0,0.0,Cancelled
RES-02610,2025-02-02,2025-02-25,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-02972,2025-02-02,2025-02-22,CH_03,RT_RACK,7020.0,1404.0,5616.0,Checked-Out
RES-02988,2025-02-02,2025-03-10,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-03326,2025-02-02,2025-02-11,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03701,2025-02-02,2025-02-21,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03723,2025-02-02,2025-03-15,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-04443,2025-02-02,2025-03-05,CH_02,RT_RACK,6480.0,1166.4,5313.6,Checked-Out
RES-04451,2025-02-02,2025-03-13,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-04456,2025-02-02,2025-03-18,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-00807,2025-02-03,2025-03-19,CH_01,RT_ADV,5238.0,0.0,5238.0,Checked-Out
RES-01149,2025-02-03,2025-02-24,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-02593,2025-02-03,2025-02-08,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-03722,2025-02-03,2025-03-14,CH_05,RT_CORP,5238.0,419.04,4818.96,Checked-Out
RES-04071,2025-02-03,2025-02-26,CH_03,RT_PROMO,4680.0,936.0,3744.0,Checked-Out
RES-04431,2025-02-03,2025-02-21,CH_01,RT_PACK,3492.0,0.0,0.0,Cancelled
RES-00056,2025-02-04,2025-02-26,CH_02,RT_PACK,4680.0,842.4,3837.6,Checked-Out
RES-00399,2025-02-04,2025-02-04,CH_04,RT_RACK,23400.0,0.0,23400.0,Checked-Out
RES-01152,2025-02-04,2025-02-27,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-01527,2025-02-04,2025-03-09,CH_01,RT_ADV,5238.0,0.0,5238.0,Checked-Out
RES-01542,2025-02-04,2025-03-24,CH_05,RT_CORP,4860.0,388.8,4471.2,Checked-Out
RES-02592,2025-02-04,2025-02-07,CH_04,RT_PACK,14040.0,0.0,14040.0,Checked-Out
RES-02984,2025-02-04,2025-03-06,CH_03,RT_PROMO,12750.0,2550.0,10200.0,Checked-Out
RES-00446,2025-02-05,2025-03-23,CH_05,RT_CORP,4680.0,374.4,4305.6,Checked-Out
RES-01500,2025-02-05,2025-02-10,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-02258,2025-02-05,2025-03-10,CH_02,RT_PROMO,9360.0,0.0,0.0,Cancelled
RES-02594,2025-02-05,2025-02-09,CH_04,RT_RACK,23400.0,0.0,23400.0,Checked-Out
RES-02604,2025-02-05,2025-02-19,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02628,2025-02-05,2025-03-15,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-02981,2025-02-05,2025-03-03,CH_03,RT_RACK,5100.0,1020.0,4080.0,Checked-Out
RES-02986,2025-02-05,2025-03-08,CH_03,RT_PROMO,5100.0,1020.0,4080.0,Checked-Out
RES-03694,2025-02-05,2025-02-14,CH_04,RT_PROMO,23400.0,0.0,23400.0,Checked-Out
RES-03700,2025-02-05,2025-02-20,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-03710,2025-02-05,2025-03-02,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-03733,2025-02-05,2025-03-25,CH_05,RT_CORP,6984.0,558.72,6425.28,Checked-Out
RES-04455,2025-02-05,2025-03-17,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-04804,2025-02-05,2025-03-01,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-04808,2025-02-05,2025-03-05,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-00049,2025-02-06,2025-02-19,CH_02,RT_PROMO,11700.0,2106.0,9594.0,Checked-Out
RES-00058,2025-02-06,2025-02-28,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-00066,2025-02-06,2025-03-08,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-00075,2025-02-06,2025-03-17,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-00417,2025-02-06,2025-02-22,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-00437,2025-02-06,2025-03-14,CH_01,RT_ADV,5238.0,0.0,5238.0,Checked-Out
RES-01496,2025-02-06,2025-02-06,CH_04,RT_RACK,9360.0,0.0,9360.0,Checked-Out
RES-01497,2025-02-06,2025-02-07,CH_04,RT_RACK,14040.0,0.0,14040.0,Checked-Out
RES-01520,2025-02-06,2025-03-02,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-01905,2025-02-06,2025-03-22,CH_06,RT_CORP,1746.0,250.0,1496.0,Checked-Out
RES-02596,2025-02-06,2025-02-11,CH_04,RT_RACK,9360.0,0.0,9360.0,Checked-Out
RES-03348,2025-02-06,2025-03-05,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-03356,2025-02-06,2025-03-13,CH_02,RT_PACK,4680.0,0.0,0.0,Cancelled
RES-03367,2025-02-06,2025-03-24,CH_02,RT_ADV,7020.0,1263.6,5756.4,Checked-Out
RES-03714,2025-02-06,2025-03-06,CH_01,RT_PROMO,8730.0,0.0,0.0,Cancelled
RES-03718,2025-02-06,2025-03-10,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-04085,2025-02-06,2025-03-12,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-00067,2025-02-07,2025-03-09,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-00070,2025-02-07,2025-03-12,CH_03,RT_PROMO,2340.0,468.0,1872.0,Checked-Out
RES-00083,2025-02-07,2025-03-25,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-00439,2025-02-07,2025-03-16,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-01521,2025-02-07,2025-03-03,CH_06,RT_PACK,3492.0,250.0,3242.0,Checked-Out
RES-02275,2025-02-07,2025-03-27,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-02980,2025-02-07,2025-03-02,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-03351,2025-02-07,2025-03-08,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-03720,2025-02-07,2025-03-12,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-04073,2025-02-07,2025-02-28,CH_03,RT_RACK,9360.0,1872.0,7488.0,Checked-Out
RES-04439,2025-02-07,2025-03-01,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-04790,2025-02-07,2025-02-15,CH_04,RT_PACK,4680.0,0.0,4680.0,Checked-Out
RES-00065,2025-02-08,2025-03-07,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-00074,2025-02-08,2025-03-16,CH_03,RT_PROMO,11700.0,2340.0,9360.0,Checked-Out
RES-01508,2025-02-08,2025-02-18,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-01516,2025-02-08,2025-02-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-01530,2025-02-08,2025-03-12,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-01545,2025-02-08,2025-03-27,CH_05,RT_CORP,2340.0,187.2,2152.8,Checked-Out
RES-02254,2025-02-08,2025-03-06,CH_06,RT_PACK,11700.0,250.0,11450.0,Checked-Out
RES-02601,2025-02-08,2025-02-16,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-02618,2025-02-08,2025-03-05,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-03370,2025-02-08,2025-03-27,CH_03,RT_ADV,2340.0,468.0,1872.0,Checked-Out
RES-03717,2025-02-08,2025-03-09,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-04082,2025-02-08,2025-03-09,CH_03,RT_PROMO,7650.0,1530.0,6120.0,Checked-Out
RES-04084,2025-02-08,2025-03-11,CH_03,RT_PROMO,12750.0,0.0,0.0,Cancelled
RES-04437,2025-02-08,2025-02-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-00068,2025-02-09,2025-03-10,CH_02,RT_PACK,9360.0,1684.8,7675.2,Checked-Out
RES-00069,2025-02-09,2025-03-11,CH_02,RT_PROMO,11700.0,0.0,0.0,Cancelled
RES-00072,2025-02-09,2025-03-14,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-00415,2025-02-09,2025-02-20,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-00449,2025-02-09,2025-03-26,CH_02,RT_ADV,11700.0,2106.0,9594.0,Checked-Out
RES-01153,2025-02-09,2025-02-28,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-01164,2025-02-09,2025-03-11,CH_02,RT_ADV,11700.0,2106.0,9594.0,Checked-Out
RES-01507,2025-02-09,2025-02-17,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-01524,2025-02-09,2025-03-06,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-01535,2025-02-09,2025-03-17,CH_01,RT_PROMO,1746.0,0.0,0.0,Cancelled
RES-02253,2025-02-09,2025-03-05,CH_02,RT_RACK,9360.0,0.0,0.0,Cancelled
RES-02271,2025-02-09,2025-03-23,CH_03,RT_ADV,4680.0,936.0,3744.0,Checked-Out
RES-02598,2025-02-09,2025-02-13,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-02642,2025-02-09,2025-03-29,CH_05,RT_CORP,4860.0,388.8,4471.2,Checked-Out
RES-02985,2025-02-09,2025-03-07,CH_03,RT_PROMO,2550.0,0.0,0.0,Cancelled
RES-03338,2025-02-09,2025-02-23,CH_01,RT_PROMO,6984.0,0.0,0.0,Cancelled
RES-03724,2025-02-09,2025-03-16,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-04454,2025-02-09,2025-03-16,CH_02,RT_PROMO,11700.0,0.0,0.0,Cancelled
RES-04815,2025-02-09,2025-03-12,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-00073,2025-02-10,2025-03-15,CH_03,RT_PROMO,9360.0,0.0,0.0,Cancelled
RES-01165,2025-02-10,2025-03-12,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-01172,2025-02-10,2025-03-19,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-01189,2025-02-10,2025-04-05,CH_03,RT_ADV,12750.0,2550.0,10200.0,Checked-Out
RES-01901,2025-02-10,2025-03-18,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-02260,2025-02-10,2025-03-12,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-02595,2025-02-10,2025-02-10,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-02617,2025-02-10,2025-03-04,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-02631,2025-02-10,2025-03-18,CH_06,RT_CORP,3492.0,250.0,3242.0,Checked-Out
RES-03358,2025-02-10,2025-03-15,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-03690,2025-02-10,2025-02-10,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-03693,2025-02-10,2025-02-13,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-04087,2025-02-10,2025-03-14,CH_03,RT_PROMO,7650.0,0.0,0.0,Cancelled
RES-04442,2025-02-10,2025-03-04,CH_02,RT_RACK,4860.0,874.8,3985.2,Checked-Out
RES-04452,2025-02-10,2025-03-14,CH_02,RT_PACK,7020.0,1263.6,5756.4,Checked-Out
RES-04461,2025-02-10,2025-03-23,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-00071,2025-02-11,2025-03-13,CH_03,RT_PACK,4680.0,936.0,3744.0,Checked-Out
RES-00431,2025-02-11,2025-03-08,CH_01,RT_RACK,3492.0,0.0,0.0,Cancelled
RES-01200,2025-02-11,2025-04-16,CH_05,RT_CORP,1746.0,139.68,1606.32,Checked-Out
RES-01528,2025-02-11,2025-03-10,CH_01,RT_PROMO,6984.0,0.0,0.0,Cancelled
RES-01877,2025-02-11,2025-02-22,CH_03,RT_PACK,7650.0,1530.0,6120.0,Checked-Out
RES-02269,2025-02-11,2025-03-21,CH_02,RT_ADV,11700.0,2106.0,9594.0,Checked-Out
RES-02282,2025-02-11,2025-04-03,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-02622,2025-02-11,2025-03-09,CH_01,RT_PACK,5238.0,0.0,5238.0,Checked-Out
RES-03354,2025-02-11,2025-03-11,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-03713,2025-02-11,2025-03-05,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-03740,2025-02-11,2025-04-01,CH_02,RT_ADV,1620.0,291.6,1328.4,Checked-Out
RES-04438,2025-02-11,2025-02-28,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-04818,2025-02-11,2025-03-15,CH_06,RT_CORP,6984.0,250.0,6734.0,Checked-Out
RES-01518,2025-02-12,2025-02-28,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-01519,2025-02-12,2025-03-01,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-01541,2025-02-12,2025-03-23,CH_02,RT_PROMO,3240.0,0.0,0.0,Cancelled
RES-01904,2025-02-12,2025-03-21,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-02651,2025-02-12,2025-04-07,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-03342,2025-02-12,2025-02-27,CH_02,RT_RACK,4860.0,874.8,3985.2,Checked-Out
RES-03725,2025-02-12,2025-03-17,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-04445,2025-02-12,2025-03-07,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-04460,2025-02-12,2025-03-22,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-00424,2025-02-13,2025-03-01,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-00442,2025-02-13,2025-03-19,CH_06,RT_RACK,4860.0,250.0,4610.0,Checked-Out
RES-01158,2025-02-13,2025-03-05,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-01536,2025-02-13,2025-03-18,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-02277,2025-02-13,2025-03-29,CH_03,RT_PROMO,7650.0,1530.0,6120.0,Checked-Out
RES-02279,2025-02-13,2025-03-31,CH_03,RT_PROMO,12750.0,2550.0,10200.0,Checked-Out
RES-02280,2025-02-13,2025-04-01,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-02609,2025-02-13,2025-02-24,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02990,2025-02-13,2025-03-12,CH_04,RT_ADV,4680.0,0.0,4680.0,Checked-Out
RES-03340,2025-02-13,2025-02-25,CH_02,RT_RACK,1620.0,291.6,1328.4,Checked-Out
RES-03350,2025-02-13,2025-03-07,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-03368,2025-02-13,2025-03-25,CH_02,RT_PACK,9360.0,1684.8,7675.2,Checked-Out
RES-04079,2025-02-13,2025-03-06,CH_03,RT_PROMO,12750.0,0.0,0.0,Cancelled
RES-04447,2025-02-13,2025-03-09,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-04472,2025-02-13,2025-04-03,CH_03,RT_ADV,7020.0,1404.0,5616.0,Checked-Out
RES-04805,2025-02-13,2025-03-02,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-00451,2025-02-14,2025-03-28,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-00819,2025-02-14,2025-03-31,CH_05,RT_CORP,8730.0,698.4,8031.6,Checked-Out
RES-01166,2025-02-14,2025-03-13,CH_02,RT_PROMO,4680.0,842.4,3837.6,Checked-Out
RES-01526,2025-02-14,2025-03-08,CH_01,RT_RACK,3492.0,0.0,0.0,Cancelled
RES-01540,2025-02-14,2025-03-22,CH_06,RT_RACK,1620.0,243.0,1377.0,Checked-Out
RES-02652,2025-02-14,2025-04-08,CH_05,RT_CORP,7020.0,561.6,6458.4,Checked-Out
RES-02989,2025-02-14,2025-03-11,CH_03,RT_PACK,12750.0,2550.0,10200.0,Checked-Out
RES-03334,2025-02-14,2025-02-19,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-03360,2025-02-14,2025-03-17,CH_02,RT_PACK,2340.0,421.2,1918.8,Checked-Out
RES-03745,2025-02-14,2025-04-06,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-04078,2025-02-14,2025-03-05,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-04088,2025-02-14,2025-03-15,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-04446,2025-02-14,2025-03-08,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-04465,2025-02-14,2025-03-27,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-04474,2025-02-14,2025-04-05,CH_03,RT_ADV,11700.0,2340.0,9360.0,Checked-Out
RES-04791,2025-02-14,2025-02-16,CH_04,RT_RACK,9360.0,0.0,9360.0,Checked-Out
RES-00062,2025-02-15,2025-03-04,CH_06,RT_PACK,7020.0,0.0,0.0,Cancelled
RES-01163,2025-02-15,2025-03-10,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-02272,2025-02-15,2025-03-24,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-02620,2025-02-15,2025-03-07,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-02978,2025-02-15,2025-02-28,CH_03,RT_RACK,10200.0,0.0,0.0,Cancelled
RES-03387,2025-02-15,2025-04-13,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-03695,2025-02-15,2025-02-15,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-04803,2025-02-15,2025-02-28,CH_01,RT_RACK,6984.0,0.0,0.0,Cancelled
RES-00086,2025-02-16,2025-03-28,CH_03,RT_PROMO,5100.0,1020.0,4080.0,Checked-Out
RES-00445,2025-02-16,2025-03-22,CH_06,RT_RACK,2340.0,250.0,2090.0,Checked-Out
RES-00457,2025-02-16,2025-04-03,CH_02,RT_ADV,7020.0,1263.6,5756.4,Checked-Out
RES-00812,2025-02-16,2025-03-24,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-00815,2025-02-16,2025-03-27,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-01907,2025-02-16,2025-03-24,CH_05,RT_CORP,5238.0,419.04,4818.96,Checked-Out
RES-02250,2025-02-16,2025-03-02,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-02259,2025-02-16,2025-03-11,CH_06,RT_PACK,11700.0,250.0,11450.0,Checked-Out
RES-02267,2025-02-16,2025-03-19,CH_02,RT_PROMO,7020.0,1263.6,5756.4,Checked-Out
RES-02286,2025-02-16,2025-04-07,CH_03,RT_ADV,5100.0,1020.0,4080.0,Checked-Out
RES-03352,2025-02-16,2025-03-09,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-03359,2025-02-16,2025-03-16,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-03696,2025-02-16,2025-02-16,CH_04,RT_RACK,9360.0,0.0,9360.0,Checked-Out
RES-03719,2025-02-16,2025-03-11,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-04459,2025-02-16,2025-03-21,CH_02,RT_PROMO,11700.0,0.0,0.0,Cancelled
RES-04817,2025-02-16,2025-03-14,CH_01,RT_PACK,5238.0,0.0,5238.0,Checked-Out
RES-04834,2025-02-16,2025-03-31,CH_06,RT_PROMO,8730.0,250.0,8480.0,Checked-Out
RES-00421,2025-02-17,2025-02-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00429,2025-02-17,2025-03-06,CH_01,RT_PACK,8730.0,0.0,8730.0,Checked-Out
RES-00441,2025-02-17,2025-03-18,CH_02,RT_PACK,3240.0,583.2,2656.8,Checked-Out
RES-01175,2025-02-17,2025-03-22,CH_03,RT_RACK,2550.0,510.0,2040.0,Checked-Out
RES-01911,2025-02-17,2025-03-28,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-02268,2025-02-17,2025-03-20,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-02629,2025-02-17,2025-03-16,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-03366,2025-02-17,2025-03-23,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-03371,2025-02-17,2025-03-28,CH_03,RT_PROMO,4680.0,0.0,0.0,Cancelled
RES-03726,2025-02-17,2025-03-18,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-03727,2025-02-17,2025-03-19,CH_01,RT_ADV,5238.0,0.0,5238.0,Checked-Out
RES-00087,2025-02-18,2025-03-29,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-00440,2025-02-18,2025-03-17,CH_02,RT_PACK,1620.0,0.0,0.0,Cancelled
RES-00803,2025-02-18,2025-03-15,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-01159,2025-02-18,2025-03-06,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-01900,2025-02-18,2025-03-17,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-02284,2025-02-18,2025-04-05,CH_03,RT_ADV,12750.0,0.0,0.0,Cancelled
RES-03363,2025-02-18,2025-03-20,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-03381,2025-02-18,2025-04-07,CH_03,RT_ADV,5100.0,1020.0,4080.0,Checked-Out
RES-03698,2025-02-18,2025-02-18,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-04074,2025-02-18,2025-03-01,CH_03,RT_RACK,11700.0,2340.0,9360.0,Checked-Out
RES-04453,2025-02-18,2025-03-15,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-04793,2025-02-18,2025-02-18,CH_04,RT_PROMO,18720.0,0.0,18720.0,Checked-Out
RES-04799,2025-02-18,2025-02-24,CH_04,RT_RACK,23400.0,0.0,23400.0,Checked-Out
RES-04812,2025-02-18,2025-03-09,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-04824,2025-02-18,2025-03-21,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-00456,2025-02-19,2025-04-02,CH_02,RT_PROMO,4680.0,842.4,3837.6,Checked-Out
RES-00802,2025-02-19,2025-03-14,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-01543,2025-02-19,2025-03-25,CH_02,RT_PACK,6480.0,0.0,0.0,Cancelled
RES-02621,2025-02-19,2025-03-08,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03712,2025-02-19,2025-03-04,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-04101,2025-02-19,2025-03-28,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-04470,2025-02-19,2025-04-01,CH_03,RT_PROMO,2340.0,468.0,1872.0,Checked-Out
RES-04827,2025-02-19,2025-03-24,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-00077,2025-02-20,2025-03-19,CH_03,RT_PROMO,7650.0,0.0,0.0,Cancelled
RES-00085,2025-02-20,2025-03-27,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-00801,2025-02-20,2025-03-13,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00823,2025-02-20,2025-04-04,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-01188,2025-02-20,2025-04-04,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-02255,2025-02-20,2025-03-07,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-02281,2025-02-20,2025-04-02,CH_03,RT_PROMO,5100.0,1020.0,4080.0,Checked-Out
RES-03377,2025-02-20,2025-04-03,CH_03,RT_PROMO,7650.0,1530.0,6120.0,Checked-Out
RES-03705,2025-02-20,2025-02-25,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-04795,2025-02-20,2025-02-20,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-04822,2025-02-20,2025-03-19,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-00081,2025-02-21,2025-03-23,CH_03,RT_RACK,5100.0,1020.0,4080.0,Checked-Out
RES-00427,2025-02-21,2025-03-04,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-00438,2025-02-21,2025-03-15,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-01170,2025-02-21,2025-03-17,CH_03,RT_RACK,2340.0,468.0,1872.0,Checked-Out
RES-01182,2025-02-21,2025-03-29,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-01185,2025-02-21,2025-04-01,CH_03,RT_PROMO,2550.0,510.0,2040.0,Checked-Out
RES-02285,2025-02-21,2025-04-06,CH_03,RT_ADV,2550.0,510.0,2040.0,Checked-Out
RES-02613,2025-02-21,2025-02-28,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-02658,2025-02-21,2025-04-14,CH_02,RT_ADV,9360.0,1684.8,7675.2,Checked-Out
RES-03353,2025-02-21,2025-03-10,CH_02,RT_RACK,9360.0,0.0,0.0,Cancelled
